ts,data_presenceSensor_3,data_temperatureSensor_0,data_humiditySensor_1
2022-02-17 19:30:25,0,0,0
2022-02-17 19:35:25,0,0,0
2022-02-17 19:40:25,3,0,0
2022-02-17 19:45:25,0,0,0
2022-02-17 19:50:25,2,0,0
2022-02-17 19:55:25,5,0,0
2022-02-17 20:00:25,0,0,0
2022-02-17 20:05:26,0,0,0
2022-02-17 20:10:25,0,0,0
2022-02-17 20:15:25,0,0,0
2022-02-17 20:20:25,0,0,0
2022-02-17 20:25:25,0,0,0
2022-02-17 20:30:25,6,0,0
2022-02-17 20:35:25,1,0,0
2022-02-17 20:40:25,0,0,0
2022-02-17 20:45:25,0,0,0
2022-02-17 20:50:25,0,0,0
2022-02-17 20:55:25,0,0,0
2022-02-17 21:00:25,0,0,0
2022-02-17 21:05:25,0,0,0
2022-02-17 21:10:25,0,0,0
2022-02-17 21:15:25,0,0,0
2022-02-17 21:20:25,0,0,0
2022-02-17 21:25:25,0,0,0
2022-02-17 21:30:25,0,0,0
2022-02-17 21:35:25,0,0,0
2022-02-17 21:40:25,0,0,0
2022-02-17 21:45:25,0,0,0
2022-02-17 21:50:25,0,0,0
2022-02-17 21:55:25,0,0,0
2022-02-17 22:00:25,0,0,0
2022-02-17 22:05:25,0,0,0
2022-02-17 22:10:25,0,0,0
2022-02-17 22:15:25,0,0,0
2022-02-17 22:20:25,0,0,0
2022-02-17 22:25:25,0,0,0
2022-02-17 22:30:25,0,0,0
2022-02-17 22:35:25,0,0,0
2022-02-17 22:40:25,0,0,0
2022-02-17 22:45:25,0,0,0
2022-02-17 22:50:25,1,0,0
2022-02-17 22:55:25,2,0,0
2022-02-17 23:00:25,0,0,0
2022-02-17 23:05:25,0,0,0
2022-02-17 23:10:25,0,0,0
2022-02-17 23:15:25,0,0,0
2022-02-17 23:20:25,0,0,0
2022-02-17 23:25:25,0,0,0
2022-02-17 23:30:25,0,0,0
2022-02-17 23:35:25,0,0,0
2022-02-17 23:40:25,0,0,0
2022-02-17 23:45:25,0,0,0
2022-02-17 23:50:25,0,0,0
2022-02-17 23:55:25,0,0,0
2022-02-18 00:00:25,0,0,0
2022-02-18 00:05:25,0,0,0
2022-02-18 00:10:25,0,0,0
2022-02-18 00:15:25,0,0,0
2022-02-18 00:20:25,0,0,0
2022-02-18 00:25:25,0,0,0
2022-02-18 00:30:25,0,0,0
2022-02-18 00:35:25,0,0,0
2022-02-18 00:40:25,0,0,0
2022-02-18 00:45:25,0,0,0
2022-02-18 00:50:25,0,0,0
2022-02-18 00:55:25,0,0,0
2022-02-18 01:00:25,0,0,0
2022-02-18 01:05:25,0,0,0
2022-02-18 01:10:25,0,0,0
2022-02-18 01:15:25,0,0,0
2022-02-18 01:20:25,0,0,0
2022-02-18 01:25:25,0,0,0
2022-02-18 01:30:25,0,0,0
2022-02-18 01:35:24,0,0,0
2022-02-18 01:40:25,0,0,0
2022-02-18 01:45:25,0,0,0
2022-02-18 01:50:25,0,0,0
2022-02-18 01:55:25,0,0,0
2022-02-18 02:00:25,0,0,0
2022-02-18 02:05:24,0,0,0
2022-02-18 02:10:24,0,0,0
2022-02-18 02:15:24,0,0,0
2022-02-18 02:20:24,0,0,0
2022-02-18 02:25:24,0,0,0
2022-02-18 02:30:24,0,0,0
2022-02-18 02:35:24,0,0,0
2022-02-18 02:40:25,0,0,0
2022-02-18 02:45:24,0,0,0
2022-02-18 02:50:25,0,0,0
2022-02-18 02:55:24,0,0,0
2022-02-18 03:00:24,0,0,0
2022-02-18 03:05:24,0,0,0
2022-02-18 03:10:25,0,0,0
2022-02-18 03:15:24,0,0,0
2022-02-18 03:20:24,0,0,0
2022-02-18 03:25:24,0,0,0
2022-02-18 03:30:24,0,0,0
2022-02-18 03:35:24,0,0,0
2022-02-18 03:40:24,0,0,0
2022-02-18 03:45:24,0,0,0
2022-02-18 03:50:24,0,0,0
2022-02-18 03:55:24,0,0,0
2022-02-18 04:00:24,0,0,0
2022-02-18 04:05:24,0,0,0
2022-02-18 04:10:24,0,0,0
2022-02-18 04:15:24,0,0,0
2022-02-18 04:20:24,0,0,0
